state,acc_length,area_code,intl_plan,vmail_plan,num_vm_msgs,ttl_day_mins,ttl_day_calls,ttl_day_charge,ttl_eve_mins,ttl_eve_calls,ttl_eve_charge,ttl_ngt_mins,ttl_ngt_calls,ttl_ngt_charge,ttl_intl_mins,ttl_intl_calls,ttl_intl_charge,cust_service_calls,churn,total_calls,total_mins,total_charge,day_call_ratio,intl_ratio
NC,101,415,no,no,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,False,365,583.9000000000001,65.41000000000001,0.31232876712328766,0.019695153279671175
SC,116,408,no,no,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,True,313,790.5999999999999,84.82000000000001,0.38338658146964855,0.016949152542372885
CO,131,415,no,yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,False,339,714.7,65.84,0.4277286135693215,0.017769693577724916
MN,84,415,no,no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,False,328,641.2,65.98,0.3475609756097561,0.015283842794759825
WY,104,415,no,no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,False,260,523.3000000000001,50.6,0.38461538461538464,0.009363653735906745
FL,108,510,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,False,280,712.2,70.0,0.4,0.012917719741645604
NY,111,415,no,no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,False,340,615.8,58.949999999999996,0.34411764705882353,0.015751867489444626
OK,155,408,no,yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,False,314,555.0,45.67,0.32802547770700635,0.022342342342342343
ME,66,510,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,False,283,672.8999999999999,65.65,0.3003533568904594,0.01010551344924952
NE,64,510,no,no,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,False,262,557.6,61.419999999999995,0.2786259541984733,0.017934002869440458
OH,69,415,no,no,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,False,321,664.3,70.62,0.38006230529595014,0.013397561342766824
CT,116,415,no,no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,False,254,653.6,71.75,0.2874015748031496,0.01361689106487148
DC,101,415,no,no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,False,315,564.5,68.00000000000001,0.26666666666666666,0.023914968999114262
OK,15,415,no,no,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,False,254,588.3000000000001,53.88,0.5118110236220472,0.027366989631140575
NJ,88,415,no,no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,True,328,705.5,82.76,0.4146341463414634,0.018993621545003544
IA,197,415,no,no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,False,319,645.2,69.16999999999999,0.30094043887147337,0.014724116553006818
VA,50,415,yes,no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,True,278,583.2,54.120000000000005,0.38848920863309355,0.02349108367626886
VA,172,510,no,no,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,False,296,760.6,65.63000000000001,0.4155405405405405,0.01669734420194583
NM,188,415,yes,yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,True,303,578.3,60.779999999999994,0.3795379537953795,0.024900570638077126
FL,85,408,yes,no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,False,325,560.1999999999999,51.18999999999999,0.26461538461538464,0.01802927525883613
RI,103,510,yes,no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,True,352,717.8000000000001,72.65,0.36363636363636365,0.016857063248815824
NJ,136,408,no,yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,False,345,564.4,59.96000000000001,0.24347826086956523,0.01771793054571226
NE,155,408,no,yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,False,290,506.6,57.769999999999996,0.3137931034482759,0.016975917883932094
WV,145,415,no,no,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,False,306,520.6,47.269999999999996,0.31699346405228757,0.0021129466000768347
WY,116,510,no,yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2,False,312,560.0,60.9,0.34615384615384615,0.01607142857142857
SC,152,408,no,no,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,False,282,563.8,52.56,0.3262411347517731,0.016849946789641718
MS,65,415,yes,no,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,True,316,699.8,74.52000000000001,0.38924050632911394,0.013146613318090883
ND,180,415,no,no,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3,True,284,697.7,71.01,0.36971830985915494,0.009602981224021786
IL,67,415,no,no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,False,388,527.6999999999999,48.970000000000006,0.3015463917525773,0.024256206177752516
OR,60,415,no,no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,False,345,628.6000000000001,60.489999999999995,0.3159420289855073,0.009067769646834234
UT,138,510,no,no,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,False,261,684.1,69.52,0.367816091954023,0.017687472591726355
IA,44,415,no,no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,True,302,665.4,76.19,0.4602649006622517,0.010970844604749024
ME,25,510,no,no,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,False,274,685.6999999999999,72.79,0.2518248175182482,0.021000437509114775
WY,145,408,no,no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,False,297,621.8,62.95,0.2760942760942761,0.005307172724348665
WI,122,510,no,yes,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,False,237,577.7,57.82999999999999,0.2616033755274262,0.013328717327332524
SC,121,415,no,no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,True,298,567.5,54.66,0.4228187919463087,0.02343612334801762
DC,55,510,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,False,272,338.9,36.35999999999999,0.28308823529411764,0.038064325759811155
CT,77,415,no,no,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,False,285,611.2,64.84,0.29473684210526313,0.021596858638743454
OR,12,415,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,False,290,609.0,63.68,0.33793103448275863,0.016091954022988506
OR,64,510,no,no,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,False,288,516.2,59.76,0.3229166666666667,0.027314994188299104
NV,92,415,no,yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,False,290,599.3,59.220000000000006,0.3275862068965517,0.01668613382279326
MN,125,415,yes,yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,True,316,713.2,75.07000000000001,0.2563291139240506,0.023836231071228266
OK,160,408,no,no,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,False,369,653.8,65.16,0.3170731707317073,0.015295197308045275
KS,79,415,no,no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,False,317,584.1000000000001,58.63,0.2618296529968454,0.02602294127717856
RI,36,415,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,False,318,698.5999999999999,70.28,0.3050314465408805,0.010020040080160322
DC,102,415,no,no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,False,350,621.1,60.43,0.26285714285714284,0.015617452906134276
IL,138,408,yes,no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,False,296,647.9,72.28999999999999,0.27364864864864863,0.0179039975304831
UT,164,510,no,no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,False,292,581.8,61.83,0.3253424657534247,0.012547267102096941
MN,125,415,no,no,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,True,244,707.3,74.97,0.3360655737704918,0.014279655026155804
WI,72,408,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,False,311,507.70000000000005,53.53,0.3633440514469453,0.019302737837305496
MI,74,415,no,no,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,True,311,807.8,87.27999999999999,0.2765273311897106,0.01522654122307502
MI,134,415,no,yes,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,False,276,658.6999999999999,65.55,0.2971014492753623,0.018065887353878856
MA,145,415,no,no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,False,281,689.1,66.75999999999999,0.3167259786476868,0.017994485560876506
AL,136,510,no,no,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,False,314,463.5,45.45,0.2898089171974522,0.025026968716289105
SC,209,510,no,no,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,True,308,712.2,75.08,0.4025974025974026,0.011934849761303004
WI,66,415,yes,no,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,False,282,655.0,64.35999999999999,0.2978723404255319,0.012671755725190841
VT,152,510,no,yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,False,340,489.79999999999995,54.5,0.3176470588235294,0.01612903225806452
CT,162,408,no,no,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,False,367,408.20000000000005,33.0,0.329700272479564,0.029642332190102885
OR,72,510,no,no,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,False,329,514.9000000000001,48.75000000000001,0.40425531914893614,0.021751796465333068
HI,101,415,no,no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,False,295,655.1000000000001,72.82000000000001,0.3016949152542373,0.01480689970996794
WV,125,415,no,no,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,False,318,553.2,61.54,0.4025157232704403,0.023861171366594356
RI,46,408,no,no,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,False,279,366.9,30.48,0.3763440860215054,0.024529844644317254
MI,132,408,no,no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,True,326,725.9999999999999,80.44,0.31901840490797545,0.01225895316804408
ME,193,415,no,yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,False,274,363.09999999999997,32.86,0.2116788321167883,0.03222252822913798
WV,63,510,no,no,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,True,302,723.6,78.4,0.22847682119205298,0.020315091210613596
NE,124,510,no,no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,False,361,645.1,65.65,0.37119113573407203,0.01550147263990079
DC,144,415,no,no,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,False,298,629.0,57.8,0.3389261744966443,0.01844197138314785
NH,116,408,no,yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,False,320,560.3,57.66,0.43125,0.010708548991611638
MD,189,415,no,yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,False,280,536.1999999999999,54.81,0.4142857142857143,0.02872062663185379
NH,97,408,no,yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,False,277,787.4,79.62,0.33574007220216606,0.0077470154940309875
WV,137,510,no,yes,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,False,304,592.2,59.81000000000001,0.3092105263157895,0.020432286389733195
IL,142,415,no,yes,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,False,351,552.6999999999999,51.69,0.2962962962962963,0.0077799891442011946
OK,84,510,no,no,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,False,336,613.8,63.47999999999999,0.37202380952380953,0.02248289345063539
NH,119,415,no,yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,False,339,627.2,61.25000000000001,0.32448377581120946,0.01594387755102041
MI,158,415,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,False,283,597.5,57.25,0.36395759717314485,0.017238493723849373
ND,50,415,no,no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1,False,338,599.1,71.13000000000001,0.3757396449704142,0.01602403605408112
LA,98,408,no,no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,False,288,461.3,46.309999999999995,0.2847222222222222,0.021894645566876217
HI,101,415,no,yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,False,280,464.90000000000003,44.56999999999999,0.3392857142857143,0.027963002796300276
NJ,182,415,no,no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,True,347,686.6,75.15,0.3573487031700288,0.013836294785901544
WV,51,408,no,no,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,False,270,517.8,52.75,0.4111111111111111,0.023174971031286212
NC,117,510,no,no,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2,False,346,510.99999999999994,57.540000000000006,0.27167630057803466,0.019373776908023485
PA,92,415,yes,no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,False,340,591.4000000000001,66.93,0.36764705882352944,0.01978356442340209
MI,86,408,no,no,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2,False,320,605.9000000000001,58.580000000000005,0.221875,0.010232711668592175
WY,122,415,no,no,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,False,322,563.8000000000001,51.2,0.2888198757763975,0.015431003902092937
NJ,156,408,no,yes,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1,False,372,651.2,64.66999999999999,0.3682795698924731,0.022727272727272728
NJ,127,510,no,no,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,True,317,719.4,74.83,0.2870662460567823,0.019321656936335835
NC,130,408,yes,no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,True,317,723.5,77.92,0.334384858044164,0.023358673116793363
NM,158,408,no,no,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2,False,287,664.3,61.709999999999994,0.397212543554007,0.0
MS,145,510,yes,yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1,False,311,573.3000000000001,56.339999999999996,0.3440514469453376,0.019361590790162215
TX,90,415,yes,yes,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,True,287,584.4,57.97,0.3623693379790941,0.022758384668035595
OK,127,510,no,yes,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,False,376,508.5,35.43,0.300531914893617,0.018092428711897736
ID,109,415,no,no,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,False,366,648.6999999999999,62.89,0.3907103825136612,0.01526129181439803
AL,88,415,no,no,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1,False,280,483.9,52.27,0.32142857142857145,0.015499070055796652
WY,101,510,no,yes,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0,False,311,520.0,54.25,0.3729903536977492,0.02076923076923077
HI,171,510,no,no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,False,292,630.9,61.38,0.4178082191780822,0.016325883658265972
VA,21,415,no,no,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,False,369,666.8,69.35,0.38482384823848237,0.01859628074385123
WV,145,408,no,yes,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,False,327,686.5,69.3,0.2874617737003058,0.015586307356154405
DE,90,415,no,no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,False,311,716.4000000000001,69.52,0.3987138263665595,0.011166945840312673
CA,33,408,no,no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,False,326,464.4,50.260000000000005,0.35276073619631904,0.0152885443583118
PA,61,408,no,yes,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,True,295,469.90000000000003,43.78,0.26440677966101694,0.02170674611619493
CO,107,415,no,no,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,False,321,535.3,59.17000000000001,0.3364485981308411,0.02503269194844013
MD,147,408,no,no,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,True,258,795.6000000000001,80.71000000000001,0.35658914728682173,0.007792860734037204
AL,117,510,no,no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,False,252,525.4000000000001,52.480000000000004,0.3333333333333333,0.014655500570993527
AL,95,415,no,no,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,False,337,617.9000000000001,67.82000000000001,0.34421364985163205,0.022981064897232558
KS,186,510,no,no,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,False,306,480.59999999999997,48.32,0.31699346405228757,0.018102372034956304
MI,128,415,no,no,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,False,278,648.6999999999999,64.2,0.3381294964028777,0.012178202558964084
AK,55,408,no,yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,False,323,572.2,52.120000000000005,0.3126934984520124,0.0141558895491087
OH,134,415,no,no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,False,268,378.6,27.77,0.3208955223880597,0.0340729001584786
IN,96,415,no,yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,False,292,692.0,62.46999999999999,0.3013698630136986,0.01632947976878613
SC,107,415,no,no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,False,268,629.3,67.08,0.2947761194029851,0.017003019227713332
KS,123,415,no,no,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,False,295,356.3,42.49,0.3593220338983051,0.03508279539713724
OK,35,415,no,no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,False,250,753.6999999999999,68.94999999999999,0.236,0.007695369510415285
WI,74,408,no,no,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,False,376,667.0,64.51,0.3617021276595745,0.017991004497751123
IN,130,408,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,False,366,437.8,43.69,0.3524590163934426,0.02878026496116948
IL,137,408,yes,no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,True,272,691.6,71.03999999999999,0.3786764705882353,0.020532099479467898
TN,88,415,no,no,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,False,338,599.3,59.510000000000005,0.3431952662721893,0.017520440513932922
DC,80,408,no,no,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,False,272,394.4,32.89,0.33088235294117646,0.024087221095334687
NC,116,408,no,yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,False,340,542.0,53.11,0.3058823529411765,0.015129151291512913
RI,123,510,no,yes,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,False,304,764.6,78.99,0.2894736842105263,0.019487313628040806
MS,120,415,no,no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,False,327,506.59999999999997,48.19,0.30275229357798167,0.021121200157915514
VA,146,415,yes,no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,False,309,650.7,58.08,0.4077669902912621,0.016136468418626093
KY,106,510,no,yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,False,299,501.40000000000003,48.47,0.33444816053511706,0.01635420821699242
NV,121,408,no,yes,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,False,305,524.9000000000001,46.83,0.2786885245901639,0.022861497428081537
WI,137,510,no,no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,False,254,550.8000000000001,51.6,0.3188976377952756,0.01652142338416848
NH,84,408,no,yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,False,237,526.5,47.32,0.2742616033755274,0.010826210826210826
NE,67,510,no,yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,False,246,607.4000000000001,60.160000000000004,0.2764227642276423,0.021731972341126105
WI,161,408,no,no,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,True,301,511.29999999999995,50.78,0.27906976744186046,0.011539213768824566
NJ,134,510,no,yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,True,319,665.1,71.22000000000001,0.329153605015674,0.00917155314990227
ME,62,415,yes,yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,True,365,660.5,69.46000000000001,0.2547945205479452,0.019984859954579864
WY,120,415,no,yes,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,False,293,637.8,68.57000000000001,0.2764505119453925,0.014111006585136407
IN,130,408,no,yes,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,False,368,599.6999999999999,61.76,0.3179347826086957,0.012339503084875773
WI,20,408,no,no,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,False,251,725.6,68.91,0.3545816733067729,0.01695148842337376
VT,68,415,no,no,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,False,328,579.0,56.69,0.3628048780487805,0.01778929188255613
CA,112,415,no,no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,False,356,608.1,63.87999999999999,0.42134831460674155,0.01397796415063312
IN,77,408,no,no,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,False,278,691.5,65.37,0.34172661870503596,0.0163412870571222
SC,109,415,no,no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,False,246,665.5,66.57000000000001,0.3008130081300813,0.013523666416228399
IN,108,415,no,no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,False,303,620.8,62.51,0.3333333333333333,0.018685567010309278
IA,79,415,no,yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,False,323,632.6,61.25,0.35294117647058826,0.014385077458109389
MD,119,408,no,no,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,True,262,724.4,74.67999999999999,0.33587786259541985,0.015046935394809498
MN,38,510,no,no,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,True,318,534.6,56.56,0.34276729559748426,0.01720912832023943
AR,109,415,no,yes,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,True,322,608.4,53.839999999999996,0.2795031055900621,0.014792899408284025
MS,78,415,no,no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,False,285,514.6,45.150000000000006,0.2596491228070175,0.02098717450446949
MN,134,415,no,no,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,False,345,698.2,73.42999999999999,0.28695652173913044,0.010312231452305929
WA,47,415,no,yes,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,False,306,584.4000000000001,53.75,0.2908496732026144,0.013175906913073236
MS,59,408,no,yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,False,285,404.0,40.29,0.38596491228070173,0.022524752475247524
ID,151,415,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,False,294,717.6,69.6,0.36054421768707484,0.007664437012263099
NC,129,415,no,no,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,False,375,498.5,42.02,0.34933333333333333,0.022266800401203612
VA,107,510,no,yes,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,False,326,763.1999999999999,81.98,0.31901840490797545,0.01886792452830189
